gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,age_group
2,0,0.06,2,5,3,8.99,1,0,4,0.02,0,4
1,2,8.99,32,1,3,13.99,1,3,3,0.27,2,0
1,2,20.31,40,4,1,13.99,0,3,1,0.5,0,4
2,0,0.65,24,4,4,8.99,1,2,5,0.03,4,2
1,1,13.28,44,5,2,17.99,0,4,4,0.3,5,4
0,1,7.11,33,4,3,17.99,1,4,3,0.21,4,2
1,2,20.21,57,4,4,13.99,0,1,2,0.35,4,4
1,1,4.64,7,4,4,17.99,0,2,5,0.58,2,0
0,1,2.08,8,5,0,17.99,1,0,3,0.23,5,4
2,2,25.47,32,3,0,13.99,0,2,4,0.77,6,2
2,1,4.02,41,5,2,17.99,1,0,1,0.1,2,4
0,2,0.76,22,0,3,13.99,0,2,5,0.03,3,2
2,0,1.72,10,3,2,8.99,1,2,2,0.16,4,2
0,2,19.34,25,3,3,13.99,0,1,3,0.74,6,2
0,2,1.33,3,0,4,13.99,0,4,5,0.33,2,4
0,2,23.03,50,2,3,13.99,0,0,3,0.45,3,0
0,2,21.67,18,0,3,13.99,0,3,3,1.14,5,2
1,1,22.75,22,2,3,17.99,0,3,2,0.99,4,0
2,0,4.55,18,0,3,8.99,1,0,5,0.24,3,0
1,0,0.79,18,5,1,8.99,1,4,4,0.04,0,0
0,1,0.91,7,5,2,17.99,1,1,5,0.11,4,0
0,2,4.63,26,2,4,13.99,0,4,5,0.17,0,1
2,0,5.4,4,2,0,8.99,0,0,5,1.08,5,4
0,1,18.21,21,2,0,17.99,0,4,4,0.83,3,2
2,1,1.99,13,1,4,17.99,0,2,4,0.14,4,0
0,1,5.68,30,4,1,17.99,0,2,3,0.18,5,2
1,2,7.4,18,3,2,13.99,0,0,2,0.39,5,3
2,0,21.91,24,1,0,8.99,0,2,5,0.88,0,1
0,2,0.78,3,3,2,13.99,0,0,3,0.2,3,0
1,2,31.73,34,1,3,13.99,0,0,3,0.91,4,0
0,1,4.26,40,0,2,17.99,1,0,3,0.1,1,0
0,1,21.15,43,5,1,17.99,0,0,2,0.48,1,2
0,1,3.02,4,0,0,17.99,0,2,2,0.6,0,4
2,1,1.05,58,5,1,17.99,1,1,1,0.02,1,2
0,1,0.97,13,4,1,17.99,1,4,2,0.07,0,4
2,1,1.41,33,5,1,17.99,1,0,1,0.04,2,0
2,2,12.77,33,3,0,13.99,1,0,2,0.38,6,4
1,0,12.66,42,1,3,8.99,1,2,2,0.29,0,2
1,2,12.02,20,1,3,13.99,0,0,1,0.57,6,1
1,0,6.67,25,0,4,8.99,0,1,5,0.26,3,0
1,2,7.36,18,4,1,13.99,0,3,4,0.39,5,2
1,0,3.28,59,0,4,8.99,1,3,3,0.05,2,0
0,1,3.94,38,4,1,17.99,1,4,2,0.1,6,1
2,2,9.1,16,2,4,13.99,0,3,2,0.54,6,1
1,1,4.27,50,1,2,17.99,1,0,3,0.08,2,0
1,1,9.17,28,1,1,17.99,0,2,2,0.32,4,1
0,2,26.45,55,4,1,13.99,0,4,4,0.47,1,2
2,1,7.16,5,3,0,17.99,0,3,5,1.19,5,2
0,0,4.74,27,0,4,8.99,1,4,3,0.17,3,2
1,1,0.77,21,5,1,17.99,1,1,3,0.04,6,2
0,2,0.96,55,3,1,13.99,1,1,3,0.02,0,4
0,2,0.59,4,0,0,13.99,1,0,1,0.12,1,0
0,0,17.02,29,0,0,8.99,0,3,3,0.57,1,4
2,1,2.61,10,2,3,17.99,0,4,4,0.24,6,4
2,0,23.5,20,5,2,8.99,0,3,4,1.12,2,2
2,2,23.97,60,0,0,13.99,1,1,1,0.39,4,2
1,0,9.58,13,4,0,8.99,0,2,4,0.68,3,0
1,1,19.68,59,5,0,17.99,1,1,2,0.33,4,0
0,0,6.14,29,5,0,8.99,0,4,2,0.2,2,2
0,1,4.34,45,0,0,17.99,1,3,3,0.09,3,2
1,1,3.95,26,1,0,17.99,1,3,4,0.15,0,0
1,0,2.73,27,1,2,8.99,1,2,3,0.1,3,0
1,0,0.67,59,3,3,8.99,1,4,4,0.01,4,3
0,0,6.71,40,1,2,8.99,1,1,1,0.16,6,0
0,0,14.33,44,5,1,8.99,1,3,2,0.32,3,0
2,2,11.62,51,5,0,13.99,0,4,4,0.22,2,2
1,2,16.34,39,1,0,13.99,1,3,2,0.41,2,4
1,1,16.53,43,2,2,17.99,1,3,1,0.38,5,2
2,2,0.68,50,0,2,13.99,1,3,4,0.01,6,0
1,0,20.83,43,2,2,8.99,1,3,5,0.47,2,2
2,2,0.07,50,3,0,13.99,1,4,3,0.0,0,2
0,0,22.21,54,4,3,8.99,1,0,1,0.4,5,2
1,2,8.26,39,1,1,13.99,1,3,1,0.21,3,4
1,1,11.38,31,1,2,17.99,0,0,4,0.36,4,2
0,0,10.87,14,5,4,8.99,0,0,5,0.72,6,0
2,2,11.96,48,4,4,13.99,1,3,3,0.24,3,2
0,2,0.68,37,0,1,13.99,1,2,3,0.02,4,0
0,2,5.56,32,2,1,13.99,1,4,1,0.17,3,4
2,1,0.97,52,0,0,17.99,1,0,1,0.02,3,2
0,0,17.68,47,4,4,8.99,1,4,3,0.37,5,0
2,1,3.6,2,4,3,17.99,0,0,1,1.2,0,0
0,2,0.34,41,3,2,13.99,1,4,4,0.01,0,1
1,2,9.61,39,4,0,13.99,1,2,2,0.24,2,0
2,1,0.74,48,4,4,17.99,1,4,3,0.02,2,1
2,2,8.77,42,3,4,13.99,1,4,2,0.2,0,0
1,0,1.02,16,3,3,8.99,1,3,4,0.06,6,2
0,1,6.71,42,3,3,17.99,0,4,5,0.16,2,2
1,2,9.78,56,0,2,13.99,0,2,5,0.17,2,2
0,0,2.97,23,2,4,8.99,1,0,5,0.12,5,4
2,1,0.71,24,0,2,17.99,1,4,2,0.03,6,0
0,2,1.49,14,3,0,13.99,1,3,2,0.1,0,2
2,2,1.11,14,4,2,13.99,1,3,2,0.07,3,0
2,1,7.32,39,3,3,17.99,0,0,4,0.18,2,3
1,2,1.71,52,0,2,13.99,1,0,2,0.03,3,4
0,2,6.53,14,1,3,13.99,0,0,3,0.44,6,2
1,2,15.85,43,4,0,13.99,1,3,2,0.36,1,3
0,2,16.91,20,3,0,13.99,0,3,1,0.81,4,2
2,2,1.62,20,1,2,13.99,1,1,1,0.08,2,3
0,1,16.39,40,1,1,17.99,0,2,5,0.4,4,2
0,0,1.28,45,0,3,8.99,1,3,5,0.03,4,0
0,0,8.01,47,2,4,8.99,1,2,2,0.17,6,3
0,2,4.07,42,3,0,13.99,1,1,5,0.09,3,4
1,0,15.81,44,0,4,8.99,1,1,1,0.35,2,1
1,2,30.64,50,5,1,13.99,0,4,3,0.6,1,2
2,0,8.03,7,0,2,8.99,0,1,4,1.0,4,1
2,1,15.63,22,5,0,17.99,0,1,2,0.68,2,2
0,0,0.23,37,2,2,8.99,1,0,2,0.01,0,0
0,1,4.43,11,1,3,17.99,0,0,5,0.37,5,4
1,0,2.39,8,2,1,8.99,1,0,1,0.27,4,4
0,1,16.83,16,0,2,17.99,0,4,4,0.99,2,2
1,1,3.88,53,3,2,17.99,1,1,5,0.07,2,0
1,2,8.99,53,3,1,13.99,1,1,1,0.17,0,0
0,2,0.27,31,5,4,13.99,1,1,1,0.01,5,0
1,0,29.12,31,0,4,8.99,0,4,4,0.91,2,4
0,1,2.98,39,2,1,17.99,1,4,3,0.07,1,2
1,2,1.65,41,0,2,13.99,1,4,3,0.04,0,0
2,1,5.98,31,1,1,17.99,1,4,1,0.19,1,0
2,1,11.58,44,0,1,17.99,1,1,4,0.26,3,3
2,2,5.63,26,1,3,13.99,0,0,3,0.21,5,2
0,2,1.84,15,1,2,13.99,1,3,5,0.12,0,4
1,2,2.11,5,3,3,13.99,1,0,1,0.35,0,2
2,0,1.16,2,5,3,8.99,1,4,2,0.39,4,2
0,1,11.06,38,4,1,17.99,1,3,1,0.28,3,1
0,0,23.19,59,3,0,8.99,0,2,5,0.39,6,4
0,1,22.1,40,5,3,17.99,0,1,4,0.54,2,0
0,0,6.47,21,3,2,8.99,1,3,3,0.29,0,0
0,1,6.28,44,3,0,17.99,1,1,1,0.14,5,2
0,0,3.49,54,1,4,8.99,1,4,5,0.06,4,0
0,0,0.99,24,0,1,8.99,1,2,3,0.04,1,0
1,1,1.57,39,4,0,17.99,1,0,5,0.04,4,0
1,1,12.32,49,1,2,17.99,0,4,5,0.25,4,4
2,1,0.69,39,5,1,17.99,1,2,5,0.02,6,4
2,1,7.15,27,1,0,17.99,0,0,3,0.26,6,1
2,2,2.59,54,2,0,13.99,1,3,3,0.05,6,2
2,1,25.28,32,1,1,17.99,0,2,3,0.77,6,4
2,1,13.68,48,3,3,17.99,1,4,3,0.28,1,4
2,1,18.75,44,1,0,17.99,0,4,5,0.42,0,0
2,1,9.24,33,3,3,17.99,1,3,5,0.27,3,3
1,1,0.52,42,5,0,17.99,1,3,3,0.01,0,1
1,2,4.46,24,0,2,13.99,1,3,3,0.18,2,4
0,1,9.94,34,3,1,17.99,1,0,2,0.28,3,4
0,1,1.22,25,1,1,17.99,0,4,5,0.05,1,4
2,2,6.49,6,5,2,13.99,0,0,1,0.93,1,4
2,2,8.63,8,4,2,13.99,0,2,4,0.96,5,0
0,0,5.59,32,2,3,8.99,1,2,4,0.17,2,0
1,2,11.93,45,2,0,13.99,1,3,1,0.26,2,4
1,1,3.24,57,2,4,17.99,1,4,3,0.06,6,4
2,1,6.11,9,2,4,17.99,0,1,4,0.61,3,1
1,0,24.18,59,0,1,8.99,1,0,1,0.4,2,4
1,2,7.19,26,3,3,13.99,0,4,4,0.27,0,3
1,1,2.73,45,3,3,17.99,1,1,5,0.06,4,2
1,2,28.13,42,4,2,13.99,0,0,2,0.65,2,0
1,0,15.32,56,2,2,8.99,1,1,2,0.27,0,0
2,0,2.75,43,4,1,8.99,1,3,5,0.06,5,3
0,2,4.67,5,4,2,13.99,0,1,2,0.78,3,4
0,2,3.36,27,3,1,13.99,1,2,1,0.12,0,3
1,0,5.03,22,1,0,8.99,0,2,4,0.22,4,2
0,2,23.39,52,1,4,13.99,0,0,1,0.44,1,2
0,1,7.04,46,2,2,17.99,1,3,4,0.15,5,2
1,1,32.06,51,1,0,17.99,0,2,4,0.62,3,1
2,1,28.08,25,3,3,17.99,0,0,4,1.08,4,0
1,0,23.95,50,3,1,8.99,1,2,3,0.47,6,4
1,1,20.32,46,4,1,17.99,0,2,3,0.43,4,0
2,2,0.77,36,0,3,13.99,1,1,4,0.02,3,1
1,2,2.95,52,2,4,13.99,1,3,1,0.06,3,2
1,0,11.85,34,4,2,8.99,1,0,4,0.34,3,4
2,1,9.61,27,5,3,17.99,0,4,3,0.34,4,0
1,2,3.02,16,2,3,13.99,1,2,2,0.18,3,2
0,1,2.02,52,4,2,17.99,1,4,2,0.04,0,1
0,2,9.78,18,1,4,13.99,0,1,3,0.51,1,0
0,1,4.39,60,3,3,17.99,1,1,3,0.07,4,2
2,0,0.59,11,2,2,8.99,1,2,3,0.05,3,0
1,0,1.68,1,3,1,8.99,1,0,1,0.84,6,4
0,1,1.58,7,4,3,17.99,1,3,1,0.2,1,4
0,0,1.07,3,4,4,8.99,1,0,3,0.27,5,2
2,1,1.85,57,5,4,17.99,1,2,3,0.03,0,1
0,0,11.85,57,3,3,8.99,1,3,3,0.2,2,4
2,1,24.09,36,4,1,17.99,0,0,5,0.65,3,0
2,0,14.53,19,5,2,8.99,0,1,4,0.73,5,0
0,2,2.4,11,3,2,13.99,0,4,5,0.2,2,2
0,1,0.17,16,3,0,17.99,0,2,5,0.01,4,3
1,1,8.42,59,3,2,17.99,1,2,2,0.14,6,2
0,2,20.87,59,2,3,13.99,0,0,1,0.35,5,0
0,2,2.75,36,2,1,13.99,1,4,2,0.07,5,2
2,0,10.25,42,2,0,8.99,1,4,2,0.24,0,0
1,0,1.98,45,3,0,8.99,1,4,4,0.04,5,3
0,0,7.37,15,3,3,8.99,0,4,2,0.46,2,4
0,1,13.35,18,5,3,17.99,0,0,5,0.7,6,2
1,2,1.97,53,1,2,13.99,1,2,2,0.04,3,0
2,0,12.57,30,1,2,8.99,1,3,3,0.41,0,4
2,1,12.4,57,1,2,17.99,1,3,5,0.21,0,4
0,2,23.82,55,5,1,13.99,0,2,5,0.43,2,2
0,1,2.74,46,1,3,17.99,1,0,5,0.06,4,0
2,1,13.11,59,0,1,17.99,1,3,2,0.22,3,1
1,2,12.25,13,2,3,13.99,0,0,1,0.88,0,4
2,0,12.29,31,1,4,8.99,1,3,3,0.38,0,4
0,2,27.72,42,2,2,13.99,0,2,4,0.64,0,4
2,0,13.77,24,0,2,8.99,0,2,4,0.55,3,4
2,0,4.88,9,2,3,8.99,1,4,1,0.49,3,1
0,2,10.98,44,1,4,13.99,1,1,1,0.24,3,0
1,0,17.03,47,2,2,8.99,1,0,2,0.35,2,3
0,0,4.01,49,3,0,8.99,1,1,2,0.08,0,2
1,1,8.2,19,2,3,17.99,0,4,2,0.41,1,2
2,1,4.17,46,5,2,17.99,1,0,1,0.09,1,0
2,0,14.63,52,5,0,8.99,1,1,1,0.28,4,0
2,0,4.8,46,4,1,8.99,1,0,1,0.1,5,2
0,0,12.82,47,3,4,8.99,1,0,1,0.27,0,4
1,1,8.34,21,0,3,17.99,0,4,2,0.38,6,2
1,2,4.17,44,4,4,13.99,1,3,1,0.09,2,0
2,2,3.49,23,3,1,13.99,1,2,1,0.15,5,2
2,1,9.13,50,5,1,17.99,1,2,3,0.18,4,1
1,1,4.17,24,5,1,17.99,1,1,4,0.17,5,0
1,1,0.28,21,4,4,17.99,0,4,5,0.01,0,2
0,2,3.82,14,5,3,13.99,1,1,2,0.25,3,4
1,1,32.75,30,5,0,17.99,0,0,1,1.06,4,2
1,1,1.05,24,4,1,17.99,0,2,4,0.04,6,0
2,0,29.04,48,5,3,8.99,0,0,4,0.59,5,0
1,2,4.67,48,3,1,13.99,1,2,5,0.1,4,0
2,0,16.27,24,0,0,8.99,0,3,2,0.65,5,0
1,0,4.64,55,2,3,8.99,1,0,1,0.08,2,4
1,1,8.78,13,1,4,17.99,0,4,4,0.63,0,0
1,0,9.0,33,5,3,8.99,1,1,1,0.26,0,0
0,2,9.2,7,4,0,13.99,0,2,2,1.15,0,0
0,0,8.26,33,2,0,8.99,1,3,5,0.24,4,4
0,1,1.12,43,1,3,17.99,1,3,4,0.03,1,2
2,2,10.67,28,1,4,13.99,0,4,1,0.37,4,4
0,2,18.33,48,4,2,13.99,1,2,1,0.37,1,4
0,0,3.57,20,3,1,8.99,1,3,2,0.17,2,2
2,0,15.54,24,1,0,8.99,0,2,3,0.62,6,3
0,0,10.28,43,5,1,8.99,1,4,2,0.23,0,3
0,1,2.2,40,5,0,17.99,1,3,4,0.05,2,4
2,0,0.52,4,1,3,8.99,1,4,2,0.1,6,4
1,2,18.96,18,4,4,13.99,0,1,3,1.0,2,2
1,1,6.33,9,1,1,17.99,0,3,4,0.63,2,0
0,0,6.73,16,0,2,8.99,0,1,4,0.4,1,4
2,2,21.53,57,3,4,13.99,0,1,3,0.37,3,4
1,2,0.15,39,0,4,13.99,1,2,3,0.0,1,2
0,0,0.27,40,0,1,8.99,1,0,1,0.01,6,1
1,2,7.75,29,2,4,13.99,0,2,5,0.26,4,4
2,1,6.79,54,4,4,17.99,1,4,1,0.12,4,4
1,1,21.53,36,0,3,17.99,0,0,5,0.58,6,4
1,1,13.88,26,3,0,17.99,0,1,1,0.51,2,0
2,1,0.32,35,2,0,17.99,1,2,2,0.01,1,0
0,2,2.28,46,4,4,13.99,1,4,1,0.05,4,4
0,0,0.27,4,4,4,8.99,1,1,2,0.05,4,1
1,0,6.05,60,3,2,8.99,1,2,3,0.1,6,4
2,1,1.66,42,3,2,17.99,1,3,4,0.04,2,1
2,0,4.01,27,1,4,8.99,1,1,2,0.14,5,4
0,1,6.01,5,2,2,17.99,0,3,1,1.0,4,4
2,0,15.54,51,1,2,8.99,1,4,4,0.3,6,2
1,1,5.32,25,0,1,17.99,0,2,4,0.2,4,4
2,0,5.33,36,0,2,8.99,1,0,2,0.14,5,1
2,2,2.86,30,2,4,13.99,1,0,3,0.09,3,0
2,2,11.76,17,4,0,13.99,0,1,3,0.65,1,0
1,0,0.27,49,5,2,8.99,1,1,4,0.01,4,2
2,2,8.08,16,4,1,13.99,0,1,4,0.48,0,4
0,0,7.13,8,4,2,8.99,0,0,3,0.79,4,0
0,2,4.13,30,5,4,13.99,1,3,2,0.13,4,0
0,1,12.6,33,2,0,17.99,1,3,2,0.37,6,2
2,2,0.62,48,0,3,13.99,1,1,4,0.01,2,2
1,2,2.6,45,2,1,13.99,1,0,2,0.06,6,4
0,2,3.17,32,2,0,13.99,1,2,5,0.1,2,4
2,2,3.16,43,4,2,13.99,1,3,1,0.07,4,3
0,1,0.64,32,1,1,17.99,1,3,4,0.02,5,4
0,2,5.63,4,0,3,13.99,0,3,5,1.13,2,2
0,1,20.73,60,5,4,17.99,0,3,4,0.34,6,4
0,2,6.26,47,5,0,13.99,1,0,2,0.13,3,2
0,1,7.33,30,4,1,17.99,0,3,1,0.24,6,4
2,0,1.96,49,3,1,8.99,1,4,4,0.04,2,4
1,0,8.25,59,0,3,8.99,1,4,4,0.14,0,4
1,0,1.74,4,2,2,8.99,1,3,2,0.35,0,1
1,0,21.82,40,2,4,8.99,0,0,2,0.53,3,0
0,1,13.41,35,3,2,17.99,1,1,1,0.37,0,1
2,2,3.39,35,5,0,13.99,1,2,1,0.09,3,0
0,0,23.97,48,5,0,8.99,0,2,5,0.49,0,0
1,0,3.29,58,2,2,8.99,1,2,1,0.06,0,2
2,0,2.28,60,3,4,8.99,1,2,2,0.04,2,1
2,2,0.37,39,3,4,13.99,1,0,4,0.01,6,2
2,1,14.0,44,2,1,17.99,1,2,1,0.31,6,4
0,2,5.26,5,0,1,13.99,0,1,1,0.88,2,2
2,2,18.29,52,3,4,13.99,0,4,4,0.35,1,4
0,2,0.74,16,1,0,13.99,0,0,5,0.04,5,4
2,2,29.93,46,0,2,13.99,0,0,5,0.64,6,1
2,1,3.77,52,0,3,17.99,1,1,4,0.07,1,4
2,0,15.14,17,3,0,8.99,0,3,4,0.84,2,2
2,0,0.67,11,1,1,8.99,1,3,4,0.06,2,3
1,1,9.22,6,5,1,17.99,0,2,4,1.32,3,4
0,1,4.41,39,4,1,17.99,1,4,5,0.11,2,2
1,2,3.47,31,2,1,13.99,1,1,5,0.11,6,2
0,0,6.52,26,0,3,8.99,0,0,4,0.24,4,2
2,1,18.31,45,3,1,17.99,1,2,1,0.4,6,4
1,1,4.08,27,2,3,17.99,1,0,1,0.15,4,2
0,1,0.43,2,4,2,17.99,0,3,5,0.14,4,0
2,0,3.84,38,0,4,8.99,1,0,1,0.1,2,2
1,0,30.34,42,1,1,8.99,0,0,5,0.71,4,4
0,2,8.01,40,1,1,13.99,1,1,2,0.2,5,4
2,2,18.31,41,4,1,13.99,1,0,1,0.44,5,3
1,2,6.79,16,1,0,13.99,0,3,5,0.4,1,2
2,1,1.12,13,3,4,17.99,1,1,2,0.08,3,2
0,1,9.65,60,4,1,17.99,1,3,4,0.16,3,0
2,1,1.2,7,0,4,17.99,1,4,1,0.15,0,0
0,0,2.23,26,0,4,8.99,1,0,5,0.08,2,2
2,2,22.68,45,3,1,13.99,0,1,3,0.49,6,4
0,2,19.63,30,3,2,13.99,0,0,1,0.63,1,0
0,0,0.69,39,5,1,8.99,1,2,1,0.02,0,0
2,2,2.51,19,5,2,13.99,1,1,2,0.13,3,4
2,0,5.62,9,0,4,8.99,0,3,4,0.56,2,4
2,0,6.01,12,3,0,8.99,0,2,2,0.46,1,2
2,1,2.42,48,0,0,17.99,1,3,2,0.05,1,2
0,2,8.41,55,3,2,13.99,1,1,4,0.15,6,2
1,0,4.58,26,3,0,8.99,1,4,2,0.17,0,4
0,1,9.46,35,3,2,17.99,1,1,2,0.26,6,3
0,1,11.96,37,4,0,17.99,1,3,3,0.31,5,2
2,1,10.03,21,0,4,17.99,0,0,2,0.46,4,2
2,2,14.34,15,3,0,13.99,0,2,1,0.9,6,0
2,1,0.47,25,1,3,17.99,1,2,3,0.02,3,2
1,1,1.3,13,4,4,17.99,1,4,2,0.09,2,4
2,0,9.71,46,3,4,8.99,1,2,5,0.21,0,2
2,1,20.79,21,1,3,17.99,0,0,4,0.94,4,0
0,1,17.91,26,0,0,17.99,0,3,1,0.66,0,0
0,1,5.32,6,1,1,17.99,0,2,5,0.76,3,2
0,1,23.17,36,3,1,17.99,0,2,3,0.63,3,4
2,1,3.99,53,0,2,17.99,1,3,2,0.07,6,0
1,0,3.34,50,0,1,8.99,1,0,5,0.07,6,0
0,0,1.46,54,2,3,8.99,1,1,3,0.03,6,4
2,2,12.78,48,2,0,13.99,1,1,5,0.26,6,0
1,1,7.18,23,2,0,17.99,0,2,1,0.3,4,4
0,1,12.82,47,5,2,17.99,1,3,3,0.27,4,2
0,0,12.97,34,5,1,8.99,1,3,5,0.37,0,1
2,0,11.37,16,0,3,8.99,0,0,3,0.67,4,4
1,1,2.42,1,3,4,17.99,0,0,5,1.21,6,4
1,2,22.89,38,0,3,13.99,0,4,4,0.59,0,2
2,0,7.53,39,0,2,8.99,1,0,3,0.19,3,2
0,2,13.41,42,4,4,13.99,1,1,1,0.31,3,0
2,0,6.89,6,2,4,8.99,0,0,5,0.98,2,4
0,0,20.64,34,0,2,8.99,1,1,1,0.59,6,1
1,2,3.11,3,0,3,13.99,0,4,3,0.78,1,1
1,0,5.37,49,2,0,8.99,1,2,3,0.11,2,1
2,1,26.57,58,2,0,17.99,0,1,3,0.45,1,0
1,1,14.76,26,5,0,17.99,0,0,4,0.55,3,4
0,2,1.77,41,5,2,13.99,1,4,2,0.04,4,4
2,2,2.14,4,1,0,13.99,1,1,2,0.43,1,0
0,2,1.71,49,5,3,13.99,1,4,3,0.03,4,3
2,1,2.75,8,5,1,17.99,0,4,4,0.31,2,2
1,1,6.28,4,2,4,17.99,0,2,4,1.26,3,2
1,0,1.24,29,4,1,8.99,1,4,1,0.04,4,1
1,0,3.86,37,5,1,8.99,1,4,4,0.1,5,0
2,0,14.3,43,5,3,8.99,1,0,2,0.33,3,2
2,0,9.13,11,1,0,8.99,0,2,2,0.76,5,2
0,1,4.12,54,4,4,17.99,1,3,1,0.07,5,0
2,2,6.17,25,4,2,13.99,0,0,2,0.24,3,1
2,1,19.93,59,3,1,17.99,1,0,1,0.33,0,2
0,0,7.94,12,2,2,8.99,0,4,1,0.61,2,2
1,1,2.72,8,1,0,17.99,1,1,1,0.3,5,2
0,2,0.17,34,2,1,13.99,1,3,3,0.0,5,3
0,0,6.51,58,1,1,8.99,1,3,5,0.11,2,0
2,1,0.24,4,4,0,17.99,0,3,4,0.05,6,3
2,2,15.34,39,3,1,13.99,1,0,2,0.38,4,1
0,0,16.29,57,3,4,8.99,1,0,3,0.28,4,0
0,2,20.89,27,0,1,13.99,0,2,2,0.75,4,2
2,1,1.83,12,0,2,17.99,1,0,3,0.14,5,0
2,2,24.14,18,4,1,13.99,0,2,1,1.27,4,4
0,2,10.83,56,2,2,13.99,1,3,1,0.19,6,0
2,0,9.25,47,4,0,8.99,1,2,5,0.19,3,0
1,2,0.43,27,2,1,13.99,1,4,2,0.02,6,4
2,1,8.0,11,5,3,17.99,0,1,1,0.67,6,2
1,2,14.57,40,0,3,13.99,1,3,4,0.36,5,2
2,2,8.27,36,5,1,13.99,1,3,2,0.22,2,0
1,0,5.45,42,5,2,8.99,1,3,5,0.13,3,1
1,2,22.28,51,5,2,13.99,0,4,1,0.43,3,4
1,0,14.77,29,2,2,8.99,1,3,3,0.49,4,0
0,2,2.34,32,4,2,13.99,1,1,5,0.07,0,4
1,2,2.48,56,1,1,13.99,1,0,4,0.04,2,4
2,1,16.41,25,5,2,17.99,0,4,5,0.63,3,4
0,2,9.16,37,3,4,13.99,1,3,5,0.24,5,2
1,1,11.98,41,5,4,17.99,1,1,4,0.29,5,2
0,2,14.39,54,4,3,13.99,1,0,3,0.26,5,2
1,1,9.15,18,4,0,17.99,0,2,1,0.48,3,2
2,1,2.98,11,2,3,17.99,1,4,2,0.25,3,4
0,1,9.89,25,5,0,17.99,0,0,4,0.38,1,0
2,0,18.77,56,5,2,8.99,1,1,2,0.33,6,2
1,2,3.91,10,4,3,13.99,1,3,3,0.36,5,0
2,2,16.42,58,0,2,13.99,1,2,2,0.28,1,0
0,1,2.09,36,3,2,17.99,1,2,3,0.06,6,0
0,0,5.22,51,2,3,8.99,1,3,2,0.1,2,0
0,2,11.95,47,5,1,13.99,0,2,5,0.25,1,4
1,2,7.3,54,5,3,13.99,1,0,3,0.13,0,4
2,2,0.45,15,0,1,13.99,1,3,5,0.03,5,0
2,1,1.59,8,5,1,17.99,1,1,5,0.18,0,4
1,2,0.4,0,3,3,13.99,0,4,4,0.4,1,2
2,1,7.91,7,5,2,17.99,0,2,1,0.99,2,0
0,0,8.12,36,4,1,8.99,1,2,5,0.22,3,4
0,1,4.1,55,4,0,17.99,1,4,2,0.07,6,4
2,2,23.44,22,4,3,13.99,0,2,5,1.02,1,0
2,2,16.03,48,0,4,13.99,1,1,4,0.33,5,2
1,2,7.88,23,5,3,13.99,0,0,1,0.33,4,2
0,1,3.81,53,2,2,17.99,1,3,1,0.07,6,0
0,0,33.34,42,1,1,8.99,0,3,3,0.78,5,1
0,2,20.2,46,3,0,13.99,0,1,5,0.43,6,4
2,0,7.86,55,1,3,8.99,1,3,1,0.14,3,0
2,2,4.69,45,1,2,13.99,1,1,3,0.1,4,2
2,1,6.83,53,4,3,17.99,0,2,4,0.13,2,2
0,0,17.35,29,5,4,8.99,0,4,4,0.58,4,0
1,0,4.61,42,1,2,8.99,1,1,2,0.11,1,4
0,0,9.41,31,1,3,8.99,1,0,1,0.29,3,2
1,1,7.49,29,2,2,17.99,0,3,2,0.25,5,4
2,0,25.4,47,3,1,8.99,0,1,4,0.53,2,0
2,1,6.23,12,2,1,17.99,0,2,2,0.48,3,0
1,2,1.21,21,5,3,13.99,0,4,4,0.06,5,0
1,2,0.48,29,1,3,13.99,1,2,3,0.02,0,4
0,1,14.8,43,2,3,17.99,1,0,3,0.34,5,0
2,0,1.22,23,3,3,8.99,1,4,5,0.05,4,2
2,2,7.45,41,1,0,13.99,1,1,3,0.18,0,4
1,1,15.45,44,5,0,17.99,1,1,4,0.34,3,4
1,2,0.95,22,1,1,13.99,1,0,2,0.04,2,3
0,0,34.13,32,5,0,8.99,0,1,3,1.03,1,2
2,1,10.02,33,0,3,17.99,1,4,2,0.29,1,2
0,1,7.18,14,2,2,17.99,0,3,5,0.48,5,0
0,0,12.0,27,1,3,8.99,1,1,2,0.43,3,2
0,0,1.91,57,0,0,8.99,1,2,3,0.03,6,1
2,0,0.17,25,5,3,8.99,1,2,5,0.01,1,4
1,0,6.78,23,1,1,8.99,0,4,2,0.28,6,0
0,0,1.31,10,5,2,8.99,1,2,2,0.12,1,4
2,0,0.83,30,2,1,8.99,1,4,5,0.03,1,1
0,1,4.67,13,4,2,17.99,0,4,5,0.33,0,2
1,0,3.76,22,1,0,8.99,1,1,4,0.16,5,2
0,0,0.49,35,0,2,8.99,1,3,3,0.01,3,0
1,0,10.68,14,2,1,8.99,0,3,5,0.71,3,0
0,1,15.93,31,4,2,17.99,0,4,3,0.5,2,2
1,1,11.44,54,5,1,17.99,1,1,3,0.21,4,4
1,1,4.6,6,3,4,17.99,0,4,4,0.66,6,0
0,2,27.93,59,1,3,13.99,0,1,4,0.47,4,0
0,2,0.76,59,3,0,13.99,1,0,2,0.01,5,2
2,1,3.24,5,5,1,17.99,0,3,4,0.54,5,4
0,1,5.4,3,1,2,17.99,0,4,2,1.35,6,1
